player_id,season,week,format,position,score,vor,tier,debug_components
00-0036971,2024,6,redraft,QB,32.78641860465116,-15.148149870801035,4,"{'opp': 35.46511627906976, 'eff': 37.01550387596899, 'role': 19.638242894056848, 'team': 39.53488372093023, 'health': 0.0, 'sos': 5.600000000000001}"
00-0036972,2024,6,redraft,QB,36.86182428940568,-11.072744186046513,3,"{'opp': 43.02325581395349, 'eff': 42.248062015503876, 'role': 24.8062015503876, 'team': 38.50129198966408, 'health': 0.0, 'sos': -5.100000000000001}"
00-0037012,2024,6,redraft,QB,52.75013953488372,4.815571059431527,1,"{'opp': 23.64341085271318, 'eff': 82.55813953488372, 'role': 37.72609819121447, 'team': 60.465116279069775, 'health': 0.0, 'sos': 9.600000000000001}"
00-0037013,2024,6,redraft,QB,41.779643410852714,-6.154925064599482,2,"{'opp': 18.6046511627907, 'eff': 50.77519379844961, 'role': 57.622739018087856, 'team': 55.03875968992247, 'health': 0.0, 'sos': -14.700000000000003}"
00-0037068,2024,6,redraft,QB,39.09280620155039,-8.841762273901807,3,"{'opp': 37.5968992248062, 'eff': 51.55038759689923, 'role': 12.4031007751938, 'team': 49.61240310077519, 'health': 0.0, 'sos': -6.600000000000001}"
00-0037077,2024,6,redraft,QB,34.51159173126615,-13.422976744186045,3,"{'opp': 23.06201550387597, 'eff': 58.91472868217054, 'role': 14.987080103359174, 'team': 30.74935400516796, 'health': 0.0, 'sos': -13.600000000000001}"
00-0037175,2024,6,redraft,QB,38.92697674418606,-9.007591731266139,3,"{'opp': 29.844961240310077, 'eff': 35.077519379844965, 'role': 40.568475452196374, 'team': 66.66666666666667, 'health': 0.0, 'sos': -11.5}"
00-0037324,2024,6,redraft,QB,24.946408268733855,-22.98816020671834,4,"{'opp': 16.860465116279073, 'eff': 38.372093023255815, 'role': 1.550387596899225, 'team': 36.69250645994832, 'health': 0.0, 'sos': -13.5}"
00-0037327,2024,6,redraft,QB,38.076723514211885,-9.85784496124031,3,"{'opp': 24.612403100775193, 'eff': 54.26356589147287, 'role': 26.098191214470287, 'team': 46.253229974160206, 'health': 0.0, 'sos': -11.700000000000003}"
00-0037834,2024,6,redraft,QB,29.64780361757106,-18.286764857881135,4,"{'opp': 31.589147286821703, 'eff': 34.689922480620154, 'role': 16.5374677002584, 'team': 35.1421188630491, 'health': 0.0, 'sos': 5.0}"
00-0038102,2024,6,redraft,QB,44.72249095607235,-3.2120775193798465,2,"{'opp': 37.01550387596899, 'eff': 47.67441860465116, 'role': 51.16279069767442, 'team': 56.33074935400517, 'health': 0.0, 'sos': -7.899999999999999}"
00-0038108,2024,6,redraft,QB,26.393286821705427,-21.54128165374677,4,"{'opp': 25.968992248062015, 'eff': 21.705426356589147, 'role': 34.10852713178295, 'team': 37.2093023255814, 'health': 0.0, 'sos': -12.700000000000003}"
00-0038122,2024,6,redraft,QB,40.52140568475452,-7.413162790697676,2,"{'opp': 8.527131782945736, 'eff': 55.62015503875969, 'role': 63.56589147286822, 'team': 47.02842377260982, 'health': 0.0, 'sos': -0.8999999999999986}"
00-0038128,2024,6,redraft,QB,40.79773126614987,-7.136837209302328,2,"{'opp': 33.52713178294573, 'eff': 64.14728682170542, 'role': 11.886304909560723, 'team': 42.377260981912144, 'health': 0.0, 'sos': -14.700000000000003}"
00-0038132,2024,6,redraft,QB,31.029700258397934,-16.90486821705426,4,"{'opp': 23.643410852713178, 'eff': 49.418604651162795, 'role': 19.638242894056848, 'team': 25.322997416020673, 'health': 0.0, 'sos': -9.399999999999999}"
00-0038150,2024,6,redraft,QB,23.02657364341085,-24.907994832041346,4,"{'opp': 13.953488372093023, 'eff': 25.58139534883721, 'role': 4.1343669250646, 'team': 51.16279069767442, 'health': 0.0, 'sos': -13.399999999999999}"
00-0038385,2024,6,redraft,QB,39.02271834625323,-8.911850129198967,3,"{'opp': 15.503875968992249, 'eff': 62.2093023255814, 'role': 50.12919896640827, 'team': 28.940568475452196, 'health': 0.0, 'sos': 3.299999999999997}"
00-0038391,2024,6,redraft,QB,33.75273901808786,-14.181829457364337,4,"{'opp': 30.232558139534888, 'eff': 23.837209302325583, 'role': 35.400516795865634, 'team': 63.307493540051674, 'health': 0.0, 'sos': -6.0}"
00-0038400,2024,6,redraft,QB,40.72160206718346,-7.212966408268734,2,"{'opp': 26.550387596899224, 'eff': 55.03875968992247, 'role': 12.4031007751938, 'team': 66.1498708010336, 'health': 0.0, 'sos': -13.5}"
00-0038416,2024,6,redraft,QB,40.22949870801033,-7.705069767441863,2,"{'opp': 4.651162790697675, 'eff': 76.35658914728683, 'role': 12.919896640826872, 'team': 51.67958656330749, 'health': 0.0, 'sos': 3.3999999999999986}"
00-0038476,2024,6,redraft,QB,45.73595348837209,-2.1986149870801057,2,"{'opp': 40.310077519379846, 'eff': 59.689922480620154, 'role': 55.555555555555564, 'team': 32.558139534883715, 'health': 0.0, 'sos': -3.8999999999999986}"
00-0038550,2024,6,redraft,QB,30.122919896640823,-17.811648578811372,4,"{'opp': 8.527131782945737, 'eff': 58.13953488372093, 'role': 30.232558139534884, 'team': 14.98708010335917, 'health': 0.0, 'sos': 5.5}"
00-0038579,2024,6,redraft,QB,36.03550387596899,-11.899064599483204,3,"{'opp': 13.759689922480622, 'eff': 44.18604651162791, 'role': 41.08527131782946, 'team': 53.48837209302325, 'health': 0.0, 'sos': 13.5}"
00-0038582,2024,6,redraft,QB,41.29223772609819,-6.642330749354002,2,"{'opp': 33.72093023255814, 'eff': 56.782945736434115, 'role': 22.739018087855296, 'team': 49.09560723514212, 'health': 0.0, 'sos': -12.100000000000001}"
00-0038583,2024,6,redraft,QB,44.55550387596899,-3.3790645994832076,2,"{'opp': 39.92248062015504, 'eff': 53.48837209302325, 'role': 22.739018087855296, 'team': 62.015503875968996, 'health': 0.0, 'sos': 2.0}"
00-0038598,2024,6,redraft,QB,29.93793281653747,-17.996635658914727,4,"{'opp': 17.248062015503876, 'eff': 44.18604651162791, 'role': 9.30232558139535, 'team': 42.377260981912144, 'health': 0.0, 'sos': 14.5}"
00-0038637,2024,6,redraft,QB,33.93724031007751,-13.997328165374682,4,"{'opp': 6.395348837209303, 'eff': 41.47286821705426, 'role': 65.63307493540051, 'team': 38.75968992248062, 'health': 0.0, 'sos': 11.299999999999997}"
00-0038658,2024,6,redraft,QB,30.59490439276486,-17.339664082687335,4,"{'opp': 13.565891472868216, 'eff': 34.689922480620154, 'role': 45.99483204134367, 'team': 41.343669250645995, 'health': 0.0, 'sos': -5.299999999999997}"
00-0038998,2024,6,redraft,QB,33.595540051679585,-14.33902842377261,4,"{'opp': 27.51937984496124, 'eff': 38.95348837209303, 'role': 34.10852713178295, 'team': 40.56847545219638, 'health': 0.0, 'sos': -7.399999999999999}"
00-0039107,2024,6,redraft,QB,29.949819121447028,-17.984749354005167,4,"{'opp': 28.29457364341085, 'eff': 34.883720930232556, 'role': 24.289405684754524, 'team': 35.917312661498705, 'health': 0.0, 'sos': -8.0}"
00-0039150,2024,6,redraft,QB,33.27353488372093,-14.661033591731268,4,"{'opp': 27.713178294573645, 'eff': 45.542635658914726, 'role': 3.359173126614987, 'team': 48.83720930232558, 'health': 0.0, 'sos': 6.700000000000003}"
00-0039152,2024,6,redraft,QB,41.80404651162791,-6.130521963824286,2,"{'opp': 25.387596899224803, 'eff': 54.457364341085274, 'role': 44.444444444444436, 'team': 48.06201550387596, 'health': 0.0, 'sos': 5.899999999999999}"
00-0039163,2024,6,redraft,QB,45.91636175710594,-2.0182067183462564,2,"{'opp': 27.713178294573645, 'eff': 43.798449612403104, 'role': 63.04909560723514, 'team': 71.57622739018088, 'health': 0.0, 'sos': -5.700000000000003}"
00-0039164,2024,6,redraft,QB,41.765193798449616,-6.16937467700258,2,"{'opp': 34.883720930232556, 'eff': 53.29457364341086, 'role': 51.16279069767442, 'team': 34.883720930232556, 'health': 0.0, 'sos': -13.0}"
00-0039238,2024,6,redraft,QB,27.457498708010334,-20.47706976744186,4,"{'opp': 31.589147286821706, 'eff': 33.139534883720934, 'role': 22.739018087855296, 'team': 23.772609819121445, 'health': 0.0, 'sos': -10.200000000000003}"
00-0039331,2024,6,redraft,QB,48.16870284237726,0.23413436692506195,1,"{'opp': 26.550387596899224, 'eff': 74.41860465116278, 'role': 35.1421188630491, 'team': 52.19638242894056, 'health': 0.0, 'sos': -11.299999999999997}"
00-0039334,2024,6,redraft,QB,30.928552971576227,-17.006015503875968,4,"{'opp': 20.155038759689923, 'eff': 29.45736434108527, 'role': 41.860465116279066, 'team': 46.2532299741602, 'health': 0.0, 'sos': 2.5}"
00-0039376,2024,6,redraft,QB,46.60504909560722,-1.3295193798449745,2,"{'opp': 19.767441860465116, 'eff': 62.01550387596899, 'role': 52.19638242894056, 'team': 59.43152454780361, 'health': 0.0, 'sos': 12.100000000000001}"
00-0039398,2024,6,redraft,QB,43.24234625322997,-4.692222222222227,2,"{'opp': 24.612403100775193, 'eff': 41.47286821705426, 'role': 49.09560723514212, 'team': 74.67700258397933, 'health': 0.0, 'sos': 13.700000000000003}"
00-0039464,2024,6,redraft,QB,39.26934366925064,-8.665224806201557,3,"{'opp': 36.04651162790697, 'eff': 59.68992248062015, 'role': 7.751937984496124, 'team': 42.377260981912144, 'health': 0.0, 'sos': -13.600000000000001}"
00-0039482,2024,6,redraft,QB,31.474227390180875,-16.46034108527132,4,"{'opp': 34.49612403100775, 'eff': 49.224806201550386, 'role': 8.527131782945737, 'team': 22.222222222222218, 'health': 0.0, 'sos': -5.100000000000001}"
00-0039501,2024,6,redraft,QB,32.712956072351425,-15.221612403100771,4,"{'opp': 19.37984496124031, 'eff': 53.10077519379845, 'role': 25.83979328165375, 'team': 28.42377260981912, 'health': 0.0, 'sos': -13.899999999999999}"
00-0039534,2024,6,redraft,QB,41.45690956072352,-6.4776589147286785,2,"{'opp': 31.395348837209305, 'eff': 37.5968992248062, 'role': 64.34108527131782, 'team': 53.229974160206716, 'health': 0.0, 'sos': 7.600000000000001}"
00-0039575,2024,6,redraft,QB,45.106961240310085,-2.8276072351421107,2,"{'opp': 12.4031007751938, 'eff': 62.79069767441861, 'role': 63.56589147286822, 'team': 51.16279069767442, 'health': 0.0, 'sos': 13.100000000000001}"
00-0039577,2024,6,redraft,QB,35.043700258397934,-12.890868217054262,3,"{'opp': 32.751937984496124, 'eff': 40.116279069767444, 'role': 17.054263565891475, 'team': 50.90439276485788, 'health': 0.0, 'sos': 3.799999999999997}"
00-0039597,2024,6,redraft,QB,45.615447028423766,-2.3191214470284294,2,"{'opp': 32.751937984496124, 'eff': 59.689922480620154, 'role': 47.286821705426355, 'team': 45.99483204134366, 'health': 0.0, 'sos': 12.200000000000003}"
00-0039633,2024,6,redraft,QB,33.699529715762274,-14.235038759689921,4,"{'opp': 28.68217054263566, 'eff': 32.55813953488372, 'role': 50.12919896640827, 'team': 38.50129198966408, 'health': 0.0, 'sos': -4.299999999999997}"
00-0039657,2024,6,redraft,QB,49.83869250645994,1.904124031007747,1,"{'opp': 32.945736434108525, 'eff': 53.68217054263566, 'role': 62.53229974160207, 'team': 66.40826873385014, 'health': 0.0, 'sos': 7.600000000000001}"
00-0039677,2024,6,redraft,QB,29.41659431524548,-18.517974160206716,4,"{'opp': 19.186046511627907, 'eff': 41.08527131782946, 'role': 6.2015503875969, 'team': 46.77002583979328, 'health': 0.0, 'sos': -2.200000000000003}"
00-0039699,2024,6,redraft,QB,17.135302325581396,-30.7992661498708,4,"{'opp': 10.65891472868217, 'eff': 17.635658914728683, 'role': 9.30232558139535, 'team': 34.883720930232556, 'health': 0.0, 'sos': -3.700000000000003}"
