season,week,def_team,position,player_name,player_team,fpts,player_id
2024,1,BAL,WR,J.Watson,KC,3.5,00-0034386
2024,1,PIT,WR,R.McCloud,ATL,9.2,00-0034407
2024,1,JAX,WR,B.Berrios,MIA,0.0,00-0034419
2024,1,SF,WR,A.Lazard,NYJ,26.9,00-0034521
2024,1,NE,TE,T.Hudson,CIN,1.8,00-0034613
2024,1,KC,TE,M.Andrews,BAL,3.4,00-0034753
2024,1,MIA,WR,C.Kirk,JAX,4.0,00-0034775
2024,1,KC,QB,L.Jackson,BAL,25.12,00-0034796
2024,1,JAX,TE,D.Smythe,MIA,0.0,00-0034798
2024,1,TEN,WR,D.Moore,CHI,10.0,00-0034827
2024,1,NE,TE,M.Gesicki,CIN,4.8,00-0034829
2024,1,LV,TE,H.Hurst,LAC,5.3,00-0034830
2024,1,CHI,WR,C.Ridley,TEN,8.0,00-0034837
2024,1,GB,RB,S.Barkley,PHI,33.2,00-0034844
2024,1,WAS,QB,B.Mayfield,TB,29.66,00-0034855
2024,1,ARI,QB,J.Allen,BUF,31.18,00-0034857
2024,1,NYG,QB,S.Darnold,MIN,14.62,00-0034869
2024,1,LAC,WR,J.Meyers,LV,9.4,00-0034960
2024,1,LAC,RB,A.Mattison,LV,16.2,00-0034972
2024,1,KC,RB,J.Hill,BAL,11.5,00-0034975
2024,1,CAR,TE,F.Moreau,NO,14.3,00-0034981
2024,1,HOU,WR,A.Dulin,IND,12.4,00-0035021
2024,1,TB,WR,O.Zaccheaus,WAS,2.5,00-0035208
2024,1,NO,WR,D.Johnson,CAR,3.9,00-0035216
2024,1,BUF,QB,K.Murray,ARI,14.18,00-0035228
2024,1,NO,RB,M.Sanders,CAR,2.2,00-0035243
2024,1,NYG,TE,J.Oliver,MIN,4.7,00-0035249
2024,1,MIN,RB,D.Singletary,NYG,9.2,00-0035250
2024,1,CHI,RB,T.Pollard,TEN,18.4,00-0035261
2024,1,LAC,QB,G.Minshew,LV,10.78,00-0035289
2024,1,NYG,RB,M.Gaskin,MIN,-0.3,00-0035311
2024,1,NE,WR,T.Irwin,CIN,1.6,00-0035341
2024,1,SEA,WR,L.Humphrey,DEN,0.0,00-0035406
2024,1,BUF,WR,G.Dortch,ARI,11.1,00-0035500
2024,1,MIN,WR,D.Slayton,NYG,5.6,00-0035535
2024,1,ARI,RB,T.Johnson,BUF,0.7,00-0035537
2024,1,TEN,RB,T.Homer,CHI,1.0,00-0035594
2024,1,DEN,WR,D.Metcalf,SEA,5.9,00-0035640
2024,1,DEN,TE,N.Fant,SEA,3.1,00-0035644
2024,1,TB,WR,T.McLaurin,WAS,3.7,00-0035659
2024,1,GB,WR,A.Brown,PHI,22.9,00-0035676
2024,1,LA,RB,D.Montgomery,DET,16.3,00-0035685
2024,1,ARI,TE,D.Knox,BUF,3.3,00-0035689
2024,1,PHI,RB,J.Jacobs,GB,12.4,00-0035700
2024,1,MIN,QB,D.Jones,NYG,4.94,00-0035710
2024,1,NYJ,WR,D.Samuel,SF,18.7,00-0035719
2024,1,CAR,TE,J.Johnson,NO,10.6,00-0036040
2024,1,CLE,RB,R.Dowdle,DAL,4.2,00-0036139
2024,1,LV,RB,J.Dobbins,LAC,22.9,00-0036158
2024,1,MIA,WR,G.Davis,JAX,9.2,00-0036196
2024,1,JAX,QB,T.Tagovailoa,MIA,18.62,00-0036212
2024,1,HOU,RB,J.Taylor,IND,10.8,00-0036223
2024,1,DET,TE,C.Parkinson,LA,8.7,00-0036244
2024,1,NE,RB,Z.Moss,CIN,14.1,00-0036251
2024,1,HOU,WR,M.Pittman,IND,7.1,00-0036252
2024,1,NYJ,WR,J.Jennings,SF,11.4,00-0036259
2024,1,NYJ,WR,B.Aiyuk,SF,4.8,00-0036261
2024,1,PHI,QB,J.Love,GB,16.4,00-0036264
2024,1,DEN,WR,L.Shenault,SEA,1.1,00-0036268
2024,1,TEN,RB,D.Swift,CHI,5.0,00-0036275
2024,1,TEN,TE,C.Kmet,CHI,1.4,00-0036290
2024,1,PIT,WR,D.Mooney,ATL,2.5,00-0036309
2024,1,NYG,WR,J.Jefferson,MIN,15.9,00-0036322
2024,1,CIN,RB,A.Gibson,NE,1.8,00-0036328
2024,1,MIA,WR,D.Duvernay,JAX,0.3,00-0036331
2024,1,CIN,WR,K.Osborn,NE,5.1,00-0036345
2024,1,LV,QB,J.Herbert,LAC,10.36,00-0036355
2024,1,CLE,WR,C.Lamb,DAL,13.6,00-0036358
2024,1,GB,QB,J.Hurts,PHI,16.42,00-0036389
2024,1,DAL,WR,J.Jeudy,CLE,11.5,00-0036407
2024,1,ATL,WR,V.Jefferson,PIT,1.1,00-0036415
2024,1,SEA,TE,A.Trautman,DEN,0.0,00-0036422
2024,1,BUF,RB,D.Dallas,ARI,6.0,00-0036425
2024,1,DET,WR,T.Johnson,LA,12.9,00-0036427
2024,1,PIT,TE,C.Woerner,ATL,1.4,00-0036429
2024,1,NE,QB,J.Burrow,CIN,8.06,00-0036442
2024,1,LAC,WR,D.Turner,LV,1.9,00-0036527
2024,1,KC,WR,R.Bateman,BAL,7.3,00-0036550
2024,1,IND,WR,N.Collins,HOU,17.7,00-0036554
2024,1,NO,RB,C.Hubbard,CAR,1.4,00-0036555
2024,1,IND,TE,B.Jordan,HOU,1.3,00-0036556
2024,1,JAX,WR,J.Waddle,MIA,16.2,00-0036613
2024,1,TB,TE,J.Bates,WAS,0.0,00-0036628
2024,1,BAL,TE,N.Gray,KC,6.7,00-0036637
2024,1,LA,TE,B.Wright,DET,1.2,00-0036754
2024,1,CIN,RB,R.Stevenson,NE,21.6,00-0036875
2024,1,HOU,TE,K.Granson,IND,0.0,00-0036876
2024,1,ATL,RB,N.Harris,PIT,8.9,00-0036893
2024,1,ATL,TE,P.Freiermuth,PIT,6.7,00-0036894
2024,1,NE,WR,J.Chase,CIN,12.2,00-0036900
2024,1,TEN,RB,K.Herbert,CHI,0.4,00-0036906
2024,1,GB,WR,D.Smith,PHI,15.4,00-0036912
2024,1,GB,RB,K.Gainwell,PHI,2.2,00-0036919
2024,1,WAS,QB,K.Trask,TB,-0.2,00-0036928
2024,1,ATL,QB,J.Fields,PIT,11.94,00-0036945
2024,1,LA,WR,A.St. Brown,DET,4.3,00-0036963
2024,1,PIT,TE,K.Pitts,ATL,11.6,00-0036970
2024,1,MIA,QB,T.Lawrence,JAX,11.28,00-0036971
2024,1,MIA,RB,T.Etienne,JAX,11.9,00-0036973
2024,1,DAL,WR,E.Moore,CLE,3.9,00-0036980
2024,1,LV,WR,J.Palmer,LAC,3.5,00-0036988
2024,1,SEA,RB,J.Williams,DEN,3.3,00-0036997
2024,1,GB,TE,G.Calcaterra,PHI,2.1,00-0037086
2024,1,DEN,WR,D.Young,SEA,0.0,00-0037093
2024,1,BAL,RB,I.Pacheco,KC,15.8,00-0037197
2024,1,ATL,RB,J.Warren,PIT,4.0,00-0037228
2024,1,PIT,WR,D.London,ATL,3.5,00-0037238
2024,1,CAR,WR,C.Olave,NO,3.1,00-0037239
2024,1,LA,WR,J.Williams,DET,24.4,00-0037240
2024,1,ATL,WR,G.Pickens,PIT,13.5,00-0037247
2024,1,ARI,RB,J.Cook,BUF,13.3,00-0037248
2024,1,SEA,TE,G.Dulcich,DEN,3.2,00-0037252
2024,1,WAS,RB,R.White,TB,16.6,00-0037256
2024,1,IND,RB,D.Pierce,HOU,1.6,00-0037258
2024,1,ARI,WR,K.Shakir,BUF,13.2,00-0037261
2024,1,PIT,RB,T.Allgeier,ATL,2.1,00-0037263
2024,1,DAL,RB,J.Ford,CLE,18.9,00-0037267
2024,1,NYG,RB,T.Chandler,MIN,7.2,00-0037276
2024,1,NYG,WR,J.Nailor,MIN,9.1,00-0037291
2024,1,NYJ,RB,J.Mason,SF,22.2,00-0037525
2024,1,CAR,WR,R.Shaheed,NO,16.3,00-0037545
2024,1,DET,RB,R.Rivers,LA,1.6,00-0037557
2024,1,HOU,WR,A.Pierce,IND,21.5,00-0037664
2024,1,CLE,WR,J.Tolbert,DAL,2.2,00-0037666
2024,1,SF,WR,G.Wilson,NYJ,12.0,00-0037740
2024,1,GB,WR,J.Dotson,PHI,0.0,00-0037741
2024,1,CHI,WR,T.Burks,TEN,1.3,00-0037742
2024,1,BUF,TE,T.McBride,ARI,8.0,00-0037744
2024,1,TEN,RB,V.Jones,CHI,2.9,00-0037745
2024,1,TB,RB,B.Robinson,WAS,17.9,00-0037746
2024,1,CLE,WR,K.Turpin,DAL,6.0,00-0037801
2024,1,CHI,TE,C.Okonkwo,TEN,9.5,00-0037809
2024,1,PHI,WR,R.Doubs,GB,9.0,00-0037816
2024,1,NYJ,QB,B.Purdy,SF,10.34,00-0037834
2024,1,ATL,WR,C.Austin,PIT,1.7,00-0037837
2024,1,KC,TE,I.Likely,BAL,26.1,00-0037838
2024,1,DET,RB,K.Williams,LA,14.4,00-0037840
2024,1,LAC,RB,Z.White,LV,4.6,00-0038040
2024,1,CLE,TE,J.Ferguson,DAL,4.5,00-0038041
2024,1,DAL,RB,P.Strong,CLE,5.0,00-0038098
2024,1,CIN,WR,T.Thornton,NE,4.7,00-0038104
2024,1,MIN,TE,D.Bellinger,NYG,1.3,00-0038115
2024,1,MIN,WR,W.Robinson,NYG,11.8,00-0038117
2024,1,SF,RB,B.Hall,NYJ,18.3,00-0038120
2024,1,PHI,WR,C.Watson,GB,10.3,00-0038124
2024,1,PHI,QB,M.Willis,GB,0.0,00-0038128
2024,1,WAS,TE,C.Otton,TB,1.5,00-0038129
2024,1,DEN,RB,K.Walker,SEA,18.9,00-0038134
2024,1,PHI,WR,D.Wicks,GB,0.0,00-0038393
2024,1,MIN,RB,E.Gray,NYG,2.5,00-0038396
2024,1,PIT,RB,B.Robinson,ATL,16.1,00-0038542
2024,1,DEN,WR,J.Smith-Njigba,SEA,3.9,00-0038543
2024,1,LV,WR,Q.Johnston,LAC,6.8,00-0038544
2024,1,MIA,RB,T.Bigsby,JAX,7.3,00-0038555
2024,1,ATL,TE,D.Washington,PIT,1.5,00-0038558
2024,1,BUF,WR,M.Wilson,ARI,7.5,00-0038559
2024,1,LAC,WR,T.Tucker,LV,4.2,00-0038563
2024,1,LV,WR,D.Davis,LAC,0.9,00-0038573
2024,1,NE,WR,C.Jones,CIN,1.5,00-0038576
2024,1,NE,RB,C.Brown,CIN,5.3,00-0038597
2024,1,MIA,WR,P.Washington,JAX,1.3,00-0038606
2024,1,IND,WR,X.Hutchinson,HOU,1.3,00-0038618
2024,1,NE,WR,A.Iosivas,CIN,5.6,00-0038619
2024,1,CIN,WR,D.Douglas,NE,3.2,00-0038621
2024,1,CLE,RB,D.Vaughn,DAL,0.4,00-0038622
2024,1,CLE,WR,J.Brooks,DAL,2.8,00-0038640
2024,1,CAR,RB,J.Mims,NO,1.1,00-0038678
2024,1,BUF,RB,E.Demercado,ARI,4.6,00-0038705
2024,1,JAX,TE,J.Hill,MIA,1.6,00-0038720
2024,1,SEA,RB,J.McLaughlin,DEN,5.8,00-0038794
2024,1,PHI,RB,E.Wilson,GB,6.8,00-0038797
2024,1,ARI,TE,D.Kincaid,BUF,2.1,00-0038933
2024,1,MIN,WR,J.Hyatt,NYG,0.0,00-0038938
2024,1,SEA,WR,M.Mims,DEN,0.0,00-0038976
2024,1,IND,WR,T.Dell,HOU,8.9,00-0038977
2024,1,DAL,WR,C.Tillman,CLE,1.3,00-0038979
2024,1,NYG,WR,J.Addison,MIN,6.5,00-0038994
2024,1,PHI,TE,T.Kraft,GB,5.7,00-0038996
2024,1,CAR,QB,J.Haener,NO,0.0,00-0038998
2024,1,CHI,RB,T.Spears,TEN,7.2,00-0039032
2024,1,JAX,RB,D.Achane,MIA,23.0,00-0039040
2024,1,BUF,TE,E.Higgins,ARI,3.2,00-0039041
2024,1,WAS,WR,T.Palmer,TB,2.9,00-0039052
2024,1,NO,WR,J.Mingo,CAR,4.3,00-0039062
2024,1,KC,WR,Z.Flowers,BAL,11.1,00-0039064
2024,1,LA,TE,S.LaPorta,DET,8.5,00-0039065
2024,1,LAC,TE,M.Mayer,LV,2.3,00-0039066
2024,1,BAL,WR,R.Rice,KC,17.3,00-0039067
2024,1,DET,TE,D.Allen,LA,0.0,00-0039074
2024,1,DET,WR,P.Nacua,LA,8.2,00-0039075
2024,1,LA,RB,J.Gibbs,DET,17.4,00-0039139
2024,1,PHI,TE,L.Musgrave,GB,0.0,00-0039144
2024,1,PHI,WR,J.Reed,GB,33.1,00-0039146
2024,1,NO,QB,B.Young,CAR,9.64,00-0039150
2024,1,CHI,QB,W.Levis,TEN,6.68,00-0039152
2024,1,IND,QB,C.Stroud,HOU,18.66,00-0039163
2024,1,HOU,QB,A.Richardson,IND,26.08,00-0039164
2024,1,DEN,RB,Z.Charbonnet,SEA,12.1,00-0039165
2024,1,GB,WR,J.Wilson,PHI,0.0,00-0039236
2024,1,BAL,RB,C.Steele,KC,0.3,00-0039325
2024,1,MIN,WR,M.Nabers,NYG,11.6,00-0039337
2024,1,LAC,TE,B.Bowers,LV,11.8,00-0039338
2024,1,NO,WR,X.Legette,CAR,7.5,00-0039342
2024,1,TB,WR,L.McCaffrey,WAS,4.8,00-0039355
2024,1,NO,TE,J.Sanders,CAR,1.4,00-0039356
2024,1,WAS,RB,B.Irving,TB,9.6,00-0039361
2024,1,SEA,RB,A.Estime,DEN,1.4,00-0039373
2024,1,MIN,RB,T.Tracy,NYG,1.7,00-0039384
2024,1,CAR,WR,B.Means,NO,0.0,00-0039386
2024,1,SEA,WR,D.Vele,DEN,11.9,00-0039424
2024,1,WAS,WR,K.Johnson,TB,0.0,00-0039589
2024,1,CAR,WR,M.Tipton,NO,1.6,00-0039623
2024,1,SEA,QB,B.Nix,DEN,11.02,00-0039732
2024,1,SF,RB,B.Allen,NYJ,2.7,00-0039794
2024,1,MIN,TE,T.Johnson,NYG,2.8,00-0039847
2024,1,BUF,WR,M.Harrison,ARI,1.4,00-0039849
2024,1,WAS,WR,J.McMillan,TB,10.2,00-0039855
2024,1,ARI,RB,R.Davis,BUF,3.7,00-0039875
2024,1,HOU,WR,A.Mitchell,IND,1.2,00-0039890
2024,1,MIA,WR,B.Thomas,JAX,14.7,00-0039893
2024,1,BAL,WR,X.Worthy,KC,20.8,00-0039894
2024,1,ARI,WR,K.Coleman,BUF,9.1,00-0039901
2024,1,CIN,WR,J.Polk,NE,1.6,00-0039907
2024,1,TB,QB,J.Daniels,WAS,28.16,00-0039910
2024,1,LV,WR,L.McConkey,LAC,14.9,00-0039915
2024,1,TEN,QB,C.Williams,CHI,7.22,00-0039918
2024,1,TEN,WR,R.Odunze,CHI,2.1,00-0039919
2024,1,BUF,RB,T.Benson,ARI,2.8,00-0039921
2024,2,TEN,QB,A.Rodgers,NYJ,15.14,00-0023459
2024,2,ARI,QB,M.Stafford,LA,6.64,00-0026498
2024,2,PHI,QB,K.Cousins,ATL,17.54,00-0029604
2024,2,LAC,WR,A.Thielen,CAR,4.0,00-0030035
2024,2,NYG,TE,Z.Ertz,WAS,10.2,00-0030061
2024,2,CIN,TE,T.Kelce,KC,1.6,00-0030506
2024,2,NYJ,WR,D.Hopkins,TEN,1.9,00-0030564
2024,2,NE,QB,G.Smith,SEA,17.88,00-0030565
2024,2,DEN,RB,C.Patterson,PIT,0.3,00-0030578
2024,2,NO,WR,B.Cooks,DAL,3.6,00-0031236
2024,2,DAL,QB,D.Carr,NO,21.82,00-0031280
2024,2,BAL,WR,D.Adams,LV,26.0,00-0031381
2024,2,DET,WR,M.Evans,TB,7.2,00-0031408
2024,2,JAX,QB,J.Winston,CLE,0.4,00-0031503
2024,2,JAX,WR,A.Cooper,CLE,4.1,00-0031544
2024,2,LV,WR,N.Agholor,BAL,2.3,00-0031549
2024,2,CHI,WR,S.Diggs,HOU,7.7,00-0031588
2024,2,CAR,TE,E.Tomlinson,LAC,0.0,00-0031690
2024,2,HOU,WR,D.Carter,CHI,6.2,00-0031763
2024,2,BAL,RB,A.Abdullah,LV,2.2,00-0032104
2024,2,MIN,WR,C.Conley,SF,1.4,00-0032128
2024,2,NE,WR,T.Lockett,SEA,3.5,00-0032211
2024,2,SEA,TE,A.Hooper,NE,1.5,00-0032392
2024,2,TB,WR,K.Raymond,DET,5.7,00-0032464
2024,2,BUF,WR,R.Chosen,MIA,1.5,00-0032688
2024,2,LV,RB,D.Henry,BAL,16.6,00-0032764
2024,2,ARI,WR,D.Robinson,LA,7.0,00-0032775
2024,2,NYJ,WR,T.Boyd,TEN,4.6,00-0033009
2024,2,BUF,WR,T.Hill,MIA,6.6,00-0033040
2024,2,NO,RB,E.Elliott,DAL,5.2,00-0033045
2024,2,NO,QB,D.Prescott,DAL,12.92,00-0033077
2024,2,SEA,TE,H.Henry,NE,18.9,00-0033090
2024,2,TB,QB,J.Goff,DET,8.78,00-0033106
2024,2,SEA,QB,J.Brissett,NE,10.56,00-0033119
2024,2,GB,TE,M.Alie-Cox,IND,3.2,00-0033217
2024,2,SF,TE,J.Mundt,MIN,3.2,00-0033246
2024,2,MIA,WR,C.Samuel,BUF,1.3,00-0033282
2024,2,MIN,TE,G.Kittle,SF,20.6,00-0033288
2024,2,SF,RB,A.Jones,MIN,9.8,00-0033293
2024,2,DAL,TE,T.Hill,NO,2.9,00-0033357
2024,2,TB,WR,T.Patrick,DET,3.2,00-0033375
2024,2,CIN,RB,S.Perine,KC,1.3,00-0033526
2024,2,TEN,WR,M.Williams,NYJ,2.9,00-0033536
2024,2,JAX,QB,D.Watson,CLE,15.44,00-0033537
2024,2,LA,RB,J.Conner,ARI,19.4,00-0033553
2024,2,MIA,WR,M.Hollins,BUF,0.0,00-0033555
2024,2,MIN,TE,E.Saubert,SF,4.6,00-0033576
2024,2,LAC,WR,D.Moore,CAR,0.0,00-0033589
2024,2,NYG,WR,N.Brown,WAS,8.6,00-0033591
2024,2,NO,QB,C.Rush,DAL,0.24,00-0033662
2024,2,NYG,RB,A.Ekeler,WAS,11.5,00-0033699
2024,2,CHI,RB,D.Ogunbowale,HOU,4.3,00-0033854
2024,2,BUF,TE,J.Smith,MIA,11.3,00-0033858
2024,2,MIA,QB,M.Trubisky,BUF,-0.2,00-0033869
2024,2,CIN,QB,P.Mahomes,KC,12.94,00-0033873
2024,2,HOU,TE,G.Everett,CHI,2.1,00-0033895
2024,2,CHI,RB,J.Mixon,HOU,8.0,00-0033897
2024,2,DAL,RB,A.Kamara,NO,44.0,00-0033906
2024,2,ARI,WR,C.Kupp,LA,7.7,00-0033908
2024,2,DET,WR,C.Godwin,TB,24.7,00-0033921
2024,2,JAX,RB,D.Foreman,CLE,6.1,00-0033925
2024,2,PIT,WR,J.Reynolds,DEN,13.3,00-0033943
2024,2,DAL,RB,J.Williams,NO,3.9,00-0033948
2024,2,BUF,RB,J.Wilson,MIA,3.2,00-0034115
2024,2,CAR,TE,W.Dissly,LAC,5.9,00-0034159
2024,2,CAR,RB,G.Edwards,LAC,5.9,00-0034184
2024,2,TEN,TE,T.Conklin,NYJ,2.0,00-0034270
2024,2,MIA,WR,M.Valdes-Scantling,BUF,0.0,00-0034272
2024,2,PIT,WR,C.Sutton,DEN,3.6,00-0034348
2024,2,ATL,TE,D.Goedert,PHI,6.8,00-0034351
2024,2,JAX,TE,J.Akins,CLE,2.0,00-0034364
2024,2,CHI,TE,D.Schultz,HOU,4.1,00-0034383
2024,2,CIN,WR,J.Watson,KC,4.2,00-0034386
2024,2,PHI,WR,R.McCloud,ATL,7.5,00-0034407
2024,2,BUF,WR,B.Berrios,MIA,0.0,00-0034419
2024,2,SF,WR,T.Sherfield,MIN,2.7,00-0034487
2024,2,TEN,WR,A.Lazard,NYJ,3.1,00-0034521
2024,2,SF,WR,B.Powell,MIN,3.6,00-0034646
2024,2,LV,TE,M.Andrews,BAL,9.1,00-0034753
2024,2,CLE,WR,C.Kirk,JAX,0.9,00-0034775
2024,2,LV,QB,L.Jackson,BAL,16.38,00-0034796
2024,2,BUF,TE,D.Smythe,MIA,1.8,00-0034798
2024,2,HOU,WR,D.Moore,CHI,11.3,00-0034827
2024,2,KC,TE,M.Gesicki,CIN,16.1,00-0034829
2024,2,CAR,TE,H.Hurst,LAC,1.5,00-0034830
2024,2,NYJ,WR,C.Ridley,TEN,24.7,00-0034837
2024,2,ATL,RB,S.Barkley,PHI,17.6,00-0034844
2024,2,DET,QB,B.Mayfield,TB,18.8,00-0034855
2024,2,MIA,QB,J.Allen,BUF,9.76,00-0034857
2024,2,SF,QB,S.Darnold,MIN,19.92,00-0034869
2024,2,BAL,WR,J.Meyers,LV,6.9,00-0034960
2024,2,BAL,RB,A.Mattison,LV,6.1,00-0034972
2024,2,LV,RB,J.Hill,BAL,5.2,00-0034975
2024,2,GB,WR,A.Dulin,IND,2.3,00-0035021
2024,2,NYG,WR,O.Zaccheaus,WAS,4.4,00-0035208
2024,2,LAC,WR,D.Johnson,CAR,4.5,00-0035216
2024,2,LA,QB,K.Murray,ARI,28.54,00-0035228
2024,2,LAC,RB,M.Sanders,CAR,5.5,00-0035243
2024,2,WAS,RB,D.Singletary,NYG,14.5,00-0035250
2024,2,NYJ,RB,T.Pollard,TEN,15.2,00-0035261
2024,2,BAL,QB,G.Minshew,LV,12.94,00-0035289
2024,2,KC,WR,T.Irwin,CIN,1.5,00-0035341
2024,2,PIT,WR,L.Humphrey,DEN,9.0,00-0035406
2024,2,LA,WR,G.Dortch,ARI,3.1,00-0035500
2024,2,WAS,WR,D.Slayton,NYG,6.3,00-0035535
2024,2,MIA,RB,T.Johnson,BUF,4.2,00-0035537
2024,2,TB,WR,T.Kennedy,DET,0.0,00-0035544
2024,2,HOU,RB,T.Homer,CHI,0.6,00-0035594
2024,2,CLE,RB,D.Johnson,JAX,2.6,00-0035628
2024,2,KC,TE,D.Sample,CIN,5.8,00-0035631
2024,2,NE,WR,D.Metcalf,SEA,28.9,00-0035640
2024,2,NE,TE,N.Fant,SEA,2.4,00-0035644
2024,2,NYG,WR,T.McLaurin,WAS,8.2,00-0035659
2024,2,TB,RB,D.Montgomery,DET,17.0,00-0035685
2024,2,IND,RB,J.Jacobs,GB,13.1,00-0035700
2024,2,WAS,QB,D.Jones,NYG,18.32,00-0035710
2024,2,MIN,WR,D.Samuel,SF,18.0,00-0035719
2024,2,SEA,RB,J.Hasty,NE,0.2,00-0035806
2024,2,NO,RB,R.Dowdle,DAL,9.9,00-0036139
2024,2,CAR,RB,J.Dobbins,LAC,20.1,00-0036158
2024,2,CLE,WR,G.Davis,JAX,7.3,00-0036196
2024,2,BUF,QB,T.Tagovailoa,MIA,5.5,00-0036212
2024,2,GB,RB,J.Taylor,IND,15.5,00-0036223
2024,2,BAL,TE,H.Bryant,LV,0.0,00-0036232
2024,2,ARI,TE,C.Parkinson,LA,2.2,00-0036244
2024,2,KC,RB,Z.Moss,CIN,5.7,00-0036251
2024,2,GB,WR,M.Pittman,IND,5.1,00-0036252
